0.578	0.597
0.766	0.715
0.678	0.683
0.736	0.708
0.716	0.715
0.774	0.759
0.792	0.765
0.772	0.743
0.736	0.749
0.53	0.539
0.812	0.83
0.708	0.757
0.528	0.553
0.724	0.658
0.688	0.7
0.584	0.587
0.546	0.552
0.718	0.662
0.804	0.799
0.79	0.807
0.736	0.764
0.684	0.656
0.66	0.669
0.752	0.719
0.772	0.764
0.79	0.744
0.684	0.679
0.626	0.646
0.616	0.628
0.706	0.684
0.53	0.547
0.73	0.737
0.586	0.585
0.69	0.697
0.696	0.691
0.718	0.7
0.746	0.771
0.764	0.747
0.646	0.679
0.68	0.711
0.802	0.772
0.582	0.552
0.742	0.762
0.67	0.664
0.818	0.821
0.74	0.687
0.812	0.791
0.758	0.709
0.692	0.71
0.68	0.658
0.704	0.692
0.75	0.728
0.67	0.695
0.742	0.731
0.766	0.762
0.646	0.624
0.68	0.674
0.682	0.602
0.812	0.783
0.714	0.736
0.73	0.738
0.532	0.539
0.746	0.761
0.712	0.731
0.71	0.717
0.492	0.483
0.702	0.693
0.78	0.798
0.576	0.539
0.708	0.746
0.686	0.68
0.64	0.696
0.674	0.668
0.674	0.638
0.604	0.608
0.778	0.796
0.622	0.659
0.7	0.7
0.718	0.71
0.716	0.696
0.696	0.697
0.766	0.764
0.576	0.532
0.736	0.673
0.57	0.576
0.724	0.719
0.686	0.716
0.784	0.758
0.614	0.557
0.696	0.699
0.664	0.687
0.79	0.768
0.594	0.586
0.618	0.581
0.79	0.753
0.592	0.629
0.508	0.498
0.786	0.784
0.552	0.56
0.71	0.696
0.618	0.643
