0.6859	0.676
0.6188	0.626
0.5726	0.537
0.6584	0.664
0.4897	0.462
0.6389	0.683
0.6974999999999999	0.704
0.5481	0.549
0.5001	0.521
0.6083000000000001	0.621
0.46210000000000007	0.468
0.5003	0.479
0.4889	0.473
0.5553	0.553
0.5449999999999999	0.547
0.5225000000000001	0.521
0.5451	0.53
0.6561999999999999	0.653
0.5781999999999999	0.571
0.6402	0.667
0.47109999999999996	0.471
0.5044000000000002	0.501
0.6471	0.629
0.5215	0.514
0.46840000000000004	0.454
0.4821	0.491
0.6115	0.62
0.6494000000000001	0.642
0.5147	0.512
0.5639000000000001	0.563
0.5943999999999999	0.587
0.6586000000000001	0.658
0.4466	0.45
0.5311000000000001	0.53
0.5572999999999999	0.547
0.5341999999999999	0.539
0.6497	0.671
0.5696999999999999	0.579
0.6265000000000001	0.629
0.5986	0.623
0.4828999999999999	0.488
0.5305000000000001	0.527
0.5143	0.508
0.5314	0.54
0.5876	0.615
0.5499	0.543
0.5694999999999999	0.559
0.5793999999999999	0.57
0.5269	0.52
0.5926	0.597
0.44489999999999996	0.426
0.5142	0.523
0.5456000000000001	0.543
0.43010000000000004	0.445
0.623	0.631
0.5868999999999999	0.584
0.5983	0.604
0.4412	0.429
0.5145000000000002	0.52
0.5031000000000001	0.51
0.6068	0.609
0.5712	0.553
0.5024	0.495
0.6839	0.691
0.6112	0.611
0.6051	0.614
0.5042	0.495
0.5447000000000001	0.555
0.5132	0.504
0.4596	0.466
0.5347999999999999	0.505
0.35869999999999996	0.351
0.5762999999999999	0.572
0.5847	0.59
0.6317	0.606
0.43529999999999996	0.415
0.4053	0.421
0.6582000000000001	0.673
0.696	0.706
0.6235999999999999	0.63
0.6696	0.677
0.5692	0.558
0.5055	0.489
0.5829	0.596
0.6392000000000001	0.654
0.594	0.6
0.5421000000000001	0.56
0.6128999999999999	0.622
0.6538	0.645
0.5995	0.594
0.5252000000000001	0.533
0.5218	0.53
0.5416	0.54
0.6174	0.627
0.5886	0.583
0.5656000000000001	0.559
0.5687	0.587
0.6435	0.663
0.6222	0.624
0.5218	0.525
0.6413000000000001	0.638
