0.693	0.712
0.6413	0.653
0.6666000000000001	0.668
0.5269	0.531
0.6707	0.681
0.6168	0.623
0.6793	0.686
0.5824	0.575
0.6335999999999999	0.639
0.5938	0.59
0.4325	0.433
0.5824999999999999	0.589
0.6233000000000001	0.636
0.6483000000000001	0.665
0.45220000000000005	0.444
0.7133999999999999	0.736
0.5676	0.595
0.6321000000000001	0.655
0.5181	0.539
0.6063	0.61
0.6979	0.712
0.6285000000000001	0.663
0.6602	0.67
0.5699	0.567
0.6597999999999999	0.648
0.5391000000000001	0.562
0.5589999999999999	0.577
0.5928	0.611
0.49729999999999996	0.495
0.45909999999999995	0.481
0.7125	0.745
0.5107	0.533
0.46299999999999997	0.447
0.5373	0.531
0.5373000000000001	0.533
0.4633	0.489
0.6408000000000001	0.661
0.4201	0.408
0.7041000000000001	0.705
0.4508	0.475
0.5662	0.578
0.48600000000000004	0.502
0.6413	0.644
0.5825	0.591
0.6743	0.669
0.6423000000000001	0.655
0.5340999999999999	0.536
0.6079999999999999	0.606
0.6836	0.694
0.6688999999999999	0.675
0.6084	0.614
0.45990000000000003	0.455
0.4917999999999999	0.497
0.6081	0.62
0.43600000000000005	0.429
0.5393	0.542
0.6377	0.647
0.5657	0.565
0.5653	0.583
0.5438000000000001	0.577
0.5502	0.553
0.5822	0.601
0.6078	0.624
0.6621000000000002	0.661
0.5749	0.594
0.479	0.49
0.515	0.526
0.6870999999999999	0.679
0.6329999999999999	0.64
0.5058	0.52
0.6499999999999999	0.656
0.41739999999999994	0.423
0.5996	0.612
0.4343	0.459
0.5037	0.495
0.6849	0.702
0.6851999999999999	0.704
0.5051	0.519
0.5336999999999998	0.534
0.528	0.54
0.4473	0.449
0.5530999999999999	0.564
0.5818	0.579
0.5751999999999999	0.588
0.6940999999999999	0.699
0.6174999999999999	0.629
0.6791	0.685
0.5764999999999999	0.579
0.6307	0.639
0.4414999999999999	0.435
0.5355000000000001	0.549
0.5603	0.561
0.5362000000000001	0.55
0.7205999999999999	0.74
0.4981999999999999	0.499
0.5882	0.6
0.6557999999999999	0.651
0.5071000000000001	0.499
0.6667000000000001	0.721
0.6495	0.665
