0.728	0.768
0.882	0.904
0.746	0.754
0.798	0.795
0.784	0.812
0.636	0.654
0.75	0.728
0.692	0.663
0.664	0.623
0.782	0.728
0.824	0.834
0.872	0.901
0.858	0.789
0.892	0.882
0.662	0.664
0.85	0.844
0.534	0.558
0.748	0.745
0.724	0.777
0.748	0.757
0.682	0.673
0.6	0.604
0.732	0.678
0.84	0.787
0.864	0.832
0.744	0.79
0.778	0.764
0.934	0.932
0.792	0.811
0.594	0.634
0.682	0.659
0.874	0.87
0.872	0.859
0.75	0.752
0.592	0.579
0.77	0.759
0.776	0.825
0.792	0.789
0.718	0.709
0.798	0.835
0.726	0.738
0.724	0.729
0.814	0.76
0.638	0.658
0.766	0.735
0.768	0.773
0.812	0.765
0.714	0.73
0.818	0.853
0.722	0.744
0.626	0.654
0.774	0.729
0.752	0.726
0.8	0.811
0.708	0.722
0.798	0.79
0.798	0.831
0.66	0.707
0.846	0.791
0.738	0.723
0.744	0.754
0.826	0.819
0.556	0.523
0.876	0.873
0.682	0.742
0.882	0.868
0.822	0.772
0.598	0.606
0.746	0.727
0.732	0.716
0.71	0.776
0.91	0.922
0.946	0.914
0.796	0.792
0.78	0.788
0.78	0.812
0.776	0.741
0.724	0.73
0.872	0.878
0.938	0.912
0.834	0.827
0.822	0.84
0.844	0.838
0.84	0.849
0.762	0.76
0.876	0.881
0.676	0.697
0.758	0.717
0.618	0.606
0.9	0.89
0.792	0.833
0.71	0.757
0.602	0.613
0.726	0.732
0.72	0.689
0.856	0.83
0.6	0.626
0.776	0.782
0.872	0.881
0.8	0.795
